story_id,auc
0,0.9254143646408839
1,0.9442001099505223
2,0.9966620932010823
3,0.9923944892206297
4,0.9749873900516143
5,0.9921353035926885
8,0.9787450569899977
9,0.7500304484353557
11,0.9988731310466141
16,0.7972152885017063
17,0.9802011687206591
19,0.9961977186311787
