story_id,dimension_value,precision,recall,fpr,f1
8,1500,0.9555555555555556,0.9148936170212766,0.0006978367062107466,0.9347826086956522
8,2000,0.9555555555555556,0.9148936170212766,0.0006978367062107466,0.9347826086956522
9,10,1.0,0.5930232558139535,0.0,0.7445255474452555
9,50,1.0,0.5930232558139535,0.0,0.7445255474452555
9,100,1.0,0.5930232558139535,0.0,0.7445255474452555
9,500,1.0,0.5930232558139535,0.0,0.7445255474452555
9,1000,1.0,0.5930232558139535,0.0,0.7445255474452555
9,1500,1.0,0.5930232558139535,0.0,0.7445255474452555
9,2000,1.0,0.5930232558139535,0.0,0.7445255474452555
11,10,1.0,0.5051546391752577,0.0,0.6712328767123288
11,50,0.9883720930232558,0.8854166666666666,0.0005277044854881266,0.9340659340659341
11,100,0.9883720930232558,0.8854166666666666,0.0005277044854881266,0.9340659340659341
11,500,0.9883720930232558,0.8854166666666666,0.0005277044854881266,0.9340659340659341
11,1000,0.9883720930232558,0.8854166666666666,0.0005277044854881266,0.9340659340659341
11,1500,0.9883720930232558,0.8854166666666666,0.0005277044854881266,0.9340659340659341
11,2000,0.9883720930232558,0.8854166666666666,0.0005277044854881266,0.9340659340659341
16,10,0.9253731343283582,0.5391304347826087,0.006369426751592357,0.6813186813186813
16,50,0.9253731343283582,0.5391304347826087,0.006369426751592357,0.6813186813186813
16,100,0.9253731343283582,0.5391304347826087,0.006369426751592357,0.6813186813186813
16,500,0.9253731343283582,0.5391304347826087,0.006369426751592357,0.6813186813186813
16,1000,0.9253731343283582,0.5391304347826087,0.006369426751592357,0.6813186813186813
16,1500,0.9253731343283582,0.5391304347826087,0.006369426751592357,0.6813186813186813
16,2000,0.9253731343283582,0.5391304347826087,0.006369426751592357,0.6813186813186813
17,10,0.9463414634146341,0.97,0.006462984723854289,0.9580246913580247
17,50,0.9444444444444444,0.6699507389162561,0.004700352526439483,0.7838616714697406
17,100,0.9444444444444444,0.6699507389162561,0.004700352526439483,0.7838616714697406
17,500,0.9444444444444444,0.6699507389162561,0.004700352526439483,0.7838616714697406
17,1000,0.9444444444444444,0.6699507389162561,0.004700352526439483,0.7838616714697406
17,1500,0.9444444444444444,0.6699507389162561,0.004700352526439483,0.7838616714697406
17,2000,0.9444444444444444,0.6699507389162561,0.004700352526439483,0.7838616714697406
19,10,1.0,0.46808510638297873,0.0,0.6376811594202899
19,50,1.0,0.46808510638297873,0.0,0.6376811594202899
19,100,1.0,0.46808510638297873,0.0,0.6376811594202899
19,500,1.0,0.46808510638297873,0.0,0.6376811594202899
19,1000,1.0,0.46808510638297873,0.0,0.6376811594202899
19,1500,1.0,0.46808510638297873,0.0,0.6376811594202899
19,2000,1.0,0.46808510638297873,0.0,0.6376811594202899
